unit,name
ml,dunkler Balsamicoessig
TL,Kräuter der Provence
EL,Kräuter der Provence
noUnit,schwarzer Pfeffer (frisch gemahlen)
g,REWE Frei von Mozzarella
Packung(en),REWE Frei von Mozzarella
noUnit,Backpflaumen
g,Backpflaumen
g,Sardellenfilets
noUnit,Sardellenfilets
g,Vollkornspaghetti
g,ja! Mandeln ganze Kerne
EL,ja! Mandeln ganze Kerne
g,weißer Zucker
g,REWE Bio Speisequarkzubereitung
noUnit,Vanillearoma
Flasche(n),Vanillearoma
TL,Vanillearoma
noUnit,kleiner Apfel
EL,ja! Weizenmehl
g,ja! Weizenmehl
EL,roter Essig
noUnit,roter Essig
g,Basis Porridge
noUnit,Orange (unbehandelt)
noUnit,Zitrone (Saft)
g,Fleischwurst
g,Nudeln
noUnit,frische Beeren
g,frische Beeren
Scheibe(n),roher Schinken
EL,Cranberry-Sauce
g,Cranberry-Sauce
kg,Steckrüben
g,Steckrüben
g,Aprikosen-Konfitüre
TL,Senfsamen
g,Garnelen
g,Butternutkürbis
noUnit,Butternutkürbis
g,Perlzwiebeln
Stück,Zuckeraugen
noUnit,Zuckeraugen
EL,REWE Bio klare Gemüsebrühe
TL,REWE Bio klare Gemüsebrühe
ml,REWE Bio klare Gemüsebrühe
g,tiefgefrorene Erbsen
g,REWE Frei von Mehlmischung glutenfrei
ml,heißes Wasser
EL,heißes Wasser
g,Kräuterquark
Stange(n),Frühlingslauch
g,Frühlingslauch
Bund,Frühlingslauch
Knolle(n),Rote Bete (vakuumiert)
g,Rote Bete (vakuumiert)
Packung(en),REWE Feine Welt Gefüllte Gnocchi
noUnit,REWE Bio schwarzer Pfeffer a. d. Mühle
g,Kabeljaufilet
EL,braunen Zucker
g,braunen Zucker
g,frischer Pizzateig
Packung(en),frischer Pizzateig
ml,Apfelwein
EL,Apfelwein
g,Lammlachse
noUnit,Lammlachse
g,Preiselbeeren (Glas)
TL,Preiselbeeren (Glas)
EL,Preiselbeeren (Glas)
g,ja! Walnüsse ganze Kerne
EL,ja! Walnüsse ganze Kerne
Handvoll,ja! Walnüsse ganze Kerne
g,Vanillekipferl
Stück,Vanillekipferl
ml,Geflügelbrühe
Glas,grüne Oliven ohne Stein
g,grüne Oliven ohne Stein
Packung(en),Gnocchi (aus dem Kühlregal)
g,Gnocchi (aus dem Kühlregal)
g,"Kartoffeln, mehligkochend"
kg,"Kartoffeln, mehligkochend"
EL,Agavensirup
g,"Pistazien (ungesalzen, ohne Schale)"
kleine,reife Banane
noUnit,reife Banane
EL,REWE Beste Wahl Zitronensaft
TL,REWE Beste Wahl Zitronensaft
noUnit,Butter für die Form
Kopf,Römersalat
noUnit,Römersalat
g,Römersalat
TL,Knoblauchgranulat
noUnit,Spitzpaprika
Handvoll,Spitzpaprika
noUnit,REWE Regional Möhren
g,REWE Regional Möhren
g,weiße Bohnen
noUnit,"Paprika, gelb"
g,ja! Haselnusskerne ganz
EL,ja! Haselnusskerne ganz
noUnit,grüne Chilischoten
noUnit,Rosmarinzweige
kleine,Rosmarinzweige
EL,Parmesan (frisch gerieben)
g,Parmesan (frisch gerieben)
g,Zuckerrübensirup
EL,Zuckerrübensirup
g,Weichweizengrieß
TL,Wasabi
noUnit,Wasabi
g,Wilhelm Brandenburg Hackfleisch gemischt
g,Bauchspeck
g,Zitronat
noUnit,Kapernäpfel
EL,Remoulade
noUnit,schwarze Zuckerschrift
g,Baiser
noUnit,Baiser
Bund,frische Rote Bete
Knolle(n),frische Rote Bete
Dose(n),REWE Bio Kokosmilch
ml,REWE Bio Kokosmilch
Scheibe(n),Raclettekäse
g,Raclettekäse
TL,Sahne-Meerrettich
EL,Sahne-Meerrettich
TL,gemahlener Zimt
Messerspitze,gemahlener Zimt
g,Zucker (fein)
EL,Pflanzenöl für den Grillrost
TL,getrockneter Majoran
g,Milram Sour Cream
EL,REWE Beste Wahl Butter
g,REWE Beste Wahl Butter
g,kleine neue Kartoffeln
kg,kleine neue Kartoffeln
noUnit,Cannelloni
g,Cannelloni
g,Hummus
Packung(en),Hummus
EL,Hummus
Packung(en),Semmelknödel
noUnit,Semmelknödel
EL,REWE Bio Apfelessig mit Honig
noUnit,grobes Salz
TL,grobes Salz
g,Camembert
EL,REWE Bio Apfelessig
ml,REWE Bio Apfelessig
Packung(en),REWE Beste Wahl Frischer Blätterteig
Rolle(n),REWE Beste Wahl Frischer Blätterteig
g,"Frischkäse, Doppelrahmstufe"
g,Weizen-Vollkornmehl
Prise(n),Rauchsalz
TL,Rauchsalz
noUnit,Rauchsalz
Stück,Ingwer (daumengroß)
g,Mini-Marshmallows
noUnit,Mini-Marshmallows
noUnit,Pflaumen
kg,Pflaumen
ml,REWE Bio Aceto Balsamico
EL,REWE Bio Aceto Balsamico
EL,REWE Feine Welt Burgenland Tracht Blütenhonig
g,Pekannusskerne
noUnit,kleine Chilischote
noUnit,Medjool Datteln
g,Medjool Datteln
TL,Zimtsterne
g,Zimtsterne
noUnit,Zimtsterne
g,Cranberries
g,Schweinenacken
kg,Schweinenacken
Packung(en),ja! Passierte Tomaten
g,ja! Passierte Tomaten
g,REWE Beste Wahl getrocknete Tomaten in Öl
ml,REWE Beste Wahl getrocknete Tomaten in Öl
g,REWE Bio Edel-Bitterschokolade 85%
noUnit,bunte Streusel
EL,Bohnenkraut
Stange(n),Bohnenkraut
noUnit,Bohnenkraut
g,Erbsen (tiefgefroren)
g,Mandelkerne ohne Haut
noUnit,Mandelkerne ohne Haut
noUnit,Fladenbrot
g,"Joghurt (1,5 %)"
ml,Vodka
ml,Weißbier
noUnit,daumengroßes Stück Ingwer
g,TK-Spinat
Bund,Suppengemüse
Packung(en),Suppengemüse
g,"Mandeln, gemahlen"
noUnit,reife Birnen
Scheibe(n),Pumpernickel
g,Cherry Romatomaten
g,Orecchiette
EL,Chilisoße
EL,Parmesan gerieben
g,Parmesan gerieben
g,Sauerkirschen
Glas,Sauerkirschen
Dose(n),Sauerkirschen
noUnit,Selleriestangen
ml,Gemüsebrühe (glutenfrei)
Handvoll,"geröstete, gesalzene Erdnüsse"
EL,"geröstete, gesalzene Erdnüsse"
g,"geröstete, gesalzene Erdnüsse"
noUnit,REWE Bio Zucchini
g,REWE Bio Zucchini
g,REWE Bio Dinkelvollkornmehl
noUnit,Öl zum Anbraten
EL,Öl zum Anbraten
noUnit,"Pfeffer, frisch gemahlen"
noUnit,Markknochen
EL,Orangenmarmelade
ml,REWE frei von H-Schlagsahne
g,REWE frei von H-Schlagsahne
noUnit,Öl zum Bestreichen des Raclettes
g,gemahlener Mohn
g,frischer Babyspinat
kg,frischer Babyspinat
noUnit,Einmachgläser (à 250 ml)
g,REWE Feine Welt Elsässer Sonntag (Bandnudeln)
kg,vorwiegend festkochende Kartoffeln
g,vorwiegend festkochende Kartoffeln
EL,italienische Kräuter
TL,italienische Kräuter
g,Roggenmehl
g,ungesalzene Erdnüsse
ml,REWE Bio H-Vollmilch
Glas,REWE Feine Welt Trüffel
noUnit,REWE Feine Welt Trüffel
Zehe(n),REWE Bio Knoblauch
Stück,REWE Feine Welt Parmigiano Reggiano DOP
g,REWE Feine Welt Parmigiano Reggiano DOP
TL,Schwarzkümmel
EL,REWE Bio Saure Sahne
g,REWE Bio Saure Sahne
g,Maronen (vorgegart)
g,REWE Frei von Fusilli
noUnit,Cornichons
Glas,Cornichons
g,geräucherter durchwachsener Speck
große,Äpfel (z. B. Boskop)
noUnit,Äpfel (z. B. Boskop)
noUnit,REWE Bio-Zitrone
g,REWE ja! Schlagsahne
EL,REWE ja! Schlagsahne
noUnit,große rote Zwiebel
noUnit,Mettwürstchen
noUnit,Paprika rot
g,reife Tomaten
noUnit,reife Tomaten
g,Sushi Reis
noUnit,Jalapeno
EL,Balsamico bianco
g,dunkle Schokolade
g,Kokosblütenzucker
EL,Kokosblütenzucker
EL,Quittengelee
g,ganze Mandeln
noUnit,ganze Mandeln
g,Chorizo am Stück
g,REWE Regional Tomaten
g,Steinpilze
Gläser,Steinpilze
EL,REWE Bio Vollrohrzucker
g,REWE Bio Vollrohrzucker
g,weiße Champignons
EL,Sherry
ml,Sherry
noUnit,mittelgroße Zwiebeln
noUnit,große Kartoffeln
g,Kasseler
kg,frischer Blattspinat
g,frischer Blattspinat
g,REWE Bio Dinkel-Flakes
g,Mie-Nudeln
g,Sauerrahm
EL,Sauerrahm
Packung(en),REWE Feine Welt Feta Lesbos
g,REWE Feine Welt Feta Lesbos
noUnit,Amarettini
g,Amarettini
g,weiche REWE Bio Süßrahmbutter
noUnit,"Orange, unbehandelt"
TL,ja! mittelscharfer Senf
EL,ja! mittelscharfer Senf
g,Rettich
noUnit,Rettich
Msp.,"Paprikapulver, edelsüß"
TL,"Paprikapulver, edelsüß"
g,Fusilli
g,REWE Bio Hackfleisch
Packung(en),Puddingpulver Vanille
Päckchen,Puddingpulver Vanille
g,ja! Mozzarella
Packung(en),ja! Mozzarella
Kugel(n),ja! Mozzarella
kg,Kartoffeln (Drillinge)
g,Kartoffeln (Drillinge)
noUnit,Burgerbrötchen
g,REWE Frei von Magerquark laktosefrei
g,Gouda am Stück
g,Gewürzspekulatius
EL,Kirschwasser
g,Lebkuchen
noUnit,Sellerieknolle
Scheibe(n),Vollkorntoast
noUnit,schwarzer Pfeffer aus der Mühle
kg,Äpfel (z. B. von REWE Regional)
noUnit,Eichblattsalat
Kopf,Eichblattsalat
g,Pilze
g,REWE Bio Dinkel-Vollkornmehl
noUnit,Bio Orangen
g,Riesengarnelen
noUnit,Riesengarnelen
TL,"Koriander, gemahlen"
noUnit,"Koriander, gemahlen"
EL,REWE Bio kaltgepr. Sonnenblumenöl
noUnit,grüne Chili
Schote(n),grüne Chili
noUnit,Brötchen vom Vortag
g,Brötchen vom Vortag
EL,Hefeflocken
Prise(n),REWE Beste Wahl Zimt gemahlen
TL,REWE Beste Wahl Zimt gemahlen
ml,Tomatensaft
EL,Tomatensaft
g,Mandelmus
EL,Mandelmus
g,REWE Bio Kartoffeln
g,"REWE Bio Joghurt (1,8 % Fett)"
ml,Mirin
EL,Mirin
ml,REWE Beste Wahl Orangensaft
EL,REWE Beste Wahl Orangensaft
noUnit,kleine Holzspieße
noUnit,Bananen (reif)
noUnit,grüne Chilischote
g,REWE frei von Frischkäse
g,feiner Bulgur
g,REWE Bio Polenta
EL,bunter Pfeffer
noUnit,bunter Pfeffer
noUnit,ja! Jodsalz mit Fluor
g,Gelierzucker 2:1
Packung(en),Gelierzucker 2:1
g,REWE Frei von H-Schlagsahne laktosefrei
ml,REWE Frei von H-Schlagsahne laktosefrei
g,Gnocchi
Bund,krause Petersilie
Zweig(e),krause Petersilie
g,Sojasprossen
große,Honigmelone
noUnit,Honigmelone
g,Butter (kalt)
g,REWE Bio Räucherlachs Salmo salar
g,Schokolade
Stück,Schokolade
Dose(n),ja! Gemüsemais
EL,Thymian (getrocknet)
TL,Thymian (getrocknet)
g,Lemon Curd
EL,Lemon Curd
ml,Cola
l,Cola
g,REWE Bio Cherry Romatomaten
g,fester Tofu
g,REWE Beste Wahl Marzipan-Rohmasse
ml,"Weißwein, trocken"
g,blaue und grüne kernlose Weintrauben
kg,tiefgefrorener Blattspinat
Packung(en),tiefgefrorener Blattspinat
noUnit,REWE Bio Ei (Größe M)
EL,Haselnusskrokant
g,Haselnusskrokant
Packung(en),Puddingpulver Vanille (zum Kochen)
Scheibe(n),Goudakäse
g,Goudakäse
Flasche(n),Dunkelbier
ml,Dunkelbier
g,Dulcita Tomaten
g,frischer Blätterteig
Packung(en),frischer Blätterteig
g,REWE Bio Dinkel-Butterkekse
EL,Tahin (Sesammus)
Dose(n),Adzukibohnen
g,Adzukibohnen
g,Radieschensprossen
noUnit,rosa Zucker
kleine,Fleischtomate
noUnit,Fleischtomate
EL,REWE Feine Welt Helles Italien Essig
g,"schwarze Oliven, entsteint"
Handvoll,"schwarze Oliven, entsteint"
g,weißes Mandelmus
EL,weißes Mandelmus
EL,veganer Balsamico-Essig
g,kleine Rispentomaten
g,"Rote Bete, gekocht"
Packung(en),"Rote Bete, gekocht"
g,REWE Bio Rucola
ml,Lime Juice
Glas,REWE Feine Welt Fischfond
ml,REWE Feine Welt Fischfond
Blätter,Salat
Handvoll,Salat
noUnit,Chilliflocken
ml,REWE Beste Wahl Traubensaft
g,REWE Bio Champignons
Packung(en),REWE Bio Champignons
g,Salatmischung
Blätter,Salatmischung
g,Creme Fraiche
EL,Vielblütenhonig (z. B. von REWE Bio)
noUnit,REWE Feine Welt Himalayasalz
g,REWE Bio Pizza-Tomaten
Dose(n),REWE Bio Pizza-Tomaten
kg,Lammkeule mit Knochen
noUnit,Zuckerstreusel (bunt)
EL,Zuckerstreusel (bunt)
EL,Teriyakisoße
TL,Teriyakisoße
ml,cremige Kokosmilch
Dose(n),cremige Kokosmilch
g,Kichererbsen (Dose)
g,ja! Wiener Würstchen
noUnit,ja! Wiener Würstchen
noUnit,REWE Bio Knoblauchzehen
noUnit,Fett für das Backblech
noUnit,Kardamom Kapseln
TL,Kardamom Kapseln
kg,Clementinen
ml,schwarzer Johannisbeernektar
Scheibe(n),Sandwich Toast
TL,Paprikaflocken
EL,Schnittlauchröllchen
g,REWE Frei von Mozzarella laktosefrei
noUnit,kleine rote Zwiebeln
TL,Kreuzkümmel (gemahlen)
noUnit,Kreuzkümmel (gemahlen)
Dose(n),ja! Weinsauerkraut
g,ja! Weinsauerkraut
noUnit,"Zuckerschrift 4 Farben (grün, gelb, rot, blau)"
g,ja! Frischkäse Natur Doppelrahmstufe
g,Ingwerknolle
g,Blauschimmelkäse
Packung(en),REWE Feine Welt Feigen im Speckmantel
kg,Schweinebraten
Scheibe(n),Schweinebraten
Packung(en),REWE Bio Bourbon-Vanillezucker
g,REWE Beste Wahl Silberzwiebeln
EL,REWE Beste Wahl Silberzwiebeln
g,kleine Champignons
noUnit,rote Kartoffeln
EL,Trüffelöl
g,Bergkäse (am Stück)
noUnit,Salzstangen
g,REWE Beste Wahl Mandelstifte
noUnit,Fett und Mehl für die Form
noUnit,REWE Feine Welt Zitronenpfeffer
noUnit,frischer Oregano
etwas,frischer Oregano
g,REWE frei von Joghurt mild
EL,edelsüßes Paprikapulver
EL,Koriandergrün
Bund,Koriandergrün
noUnit,orange Paprika
g,Reisbandnudeln
TL,geriebener Meerrettich
noUnit,kleine Äpfel
g,geriebener Goudakäse
noUnit,Mettenden
noUnit,Wasabipaste
EL,Wasabipaste
g,REWE Beste Wahl Weiße-Schokoladen-Kuvertüre
g,Chinakohl
noUnit,Chinakohl
Päckchen,Bourbonvanillezucker
Packung(en),Bourbonvanillezucker
Kopf,Radicchiosalat
TL,Kardamompulver
noUnit,Stiele Petersilie
g,"Oliven, entsteint"
g,REWE Bio saure Sahne
g,gestückelte Tomaten
noUnit,Rote Bete (vorgegart)
noUnit,Vollkorn-Toast
Scheibe(n),Vollkorn-Toast
g,gepuffter Amaranth
etwas,Saft einer Zitrone
noUnit,Saft einer Zitrone
noUnit,Pflanzenöl zum Ausbacken
Glas,Bambussprossen
g,Bambussprossen
g,TK Heidelbeeren
noUnit,Jalapenos
Scheibe(n),Toast
Packung(en),Strudelteig
noUnit,Kräuter nach Wahl
Handvoll,Kräuter nach Wahl
g,"REWE Bio Weizenmehl, Type 550"
g,grüne Weintrauben
noUnit,grüne Weintrauben
g,getrocknete Tomaten ohne Öl
g,REWE Bio Black Tiger Garnelen
Packung(en),REWE Bio Black Tiger Garnelen
g,Blattspinat (TK)
noUnit,(milde) Chilischote
g,Mandeln mit Haut
noUnit,REWE Bio Möhre(n)
g,REWE Bio Möhre(n)
noUnit,Schwarzer Pfeffer
Kopf,Endiviensalat
g,Xylit
noUnit,Mandarinen
g,Karotten mit Grün
noUnit,Karotten mit Grün
g,frisches Lachsfilet
EL,Wildpreiselbeeren
g,Wildpreiselbeeren
ml,heller Balsamicoessig
EL,heller Balsamicoessig
noUnit,Eigelb (sehr frisch)
noUnit,Schokoladenstreusel
g,Schokoladenstreusel
EL,Pesto Verde
Glas,Pesto Verde
g,vorgegarte Maronen
g,griechischer Joghurt (10 %)
g,Topinambur
g,REWE Bio Frischkäse Doppelrahmstufe
EL,TK-Petersilie
g,Shiitake
ml,roter Portwein
Packung(en),Tortilla-Chips
g,Tortilla-Chips
g,"Haferflocken, kernig"
g,REWE Frei von Fusilli glutenfrei
Scheibe(n),Schwarzwälder Schinken
g,kalte REWE Bio Süßrahmbutter
g,Tortellini (aus dem Kühlregal)
TL,"Majoran, getrocknet"
noUnit,Schokotröpfchen
g,Schokotröpfchen
TL,grüner Tee
ml,grüner Tee
g,Ube-Wurzel
TL,Anissamen
EL,REWE Feine Welt Birne Essigzubereitung
noUnit,Fett für die Förmchen
g,REWE Bio Goldhirse
g,REWE frei von Mehlmischung
EL,REWE Bio Sultaninen
ml,Whisky
EL,Whisky
noUnit,Öl für das Blech
EL,Worcestersoße
ml,Worcestersoße
ml,Vanillesoße
noUnit,große Süßkartoffeln
noUnit,Graubrot
Scheibe(n),Graubrot
noUnit,REWE Bio Hähnchenbrustfilets
g,Kaiserschoten
ml,Rote Bete Saft
EL,Tahin (Sesampaste)
noUnit,ja! Magerquark
g,ja! Magerquark
große,REWE Bio Süßkartoffeln
g,REWE Bio Süßkartoffeln
g,Radicchio Salat
Kopf,Radicchio Salat
EL,REWE Bio Vegane Mayonnaise
Stück,Mango (reif)
große,Mango (reif)
g,REWE Beste Wahl Frischkäse Frischella mit Joghurt
TL,Kaffeebohnen
noUnit,Kaffeebohnen
Stück,REWE Frei von Mini-Brownies
Packung(en),REWE Frei von Mini-Brownies
ml,Bier (hell)
TL,REWE Feine Welt Feigen-Senfsauce
Glas,REWE Feine Welt Feigen-Senfsauce
g,TK-Beeren
g,Meeresfrüchte
noUnit,Basilikum zum Garnieren
große,Minzblätter
noUnit,Minzblätter
g,Räucherforelle
TL,geräucherte Paprika
EL,Soja-Drink
ml,Soja-Drink
EL,Senf mittelscharf
TL,Senf mittelscharf
noUnit,"schwarzer Pfeffer, frisch gemahlen"
EL,REWE Bio Mandelmus
g,REWE Bio Mandelmus
noUnit,ja! Aceto Balsamico Essig
EL,ja! Aceto Balsamico Essig
g,Feta (Kuhmilch)
EL,mildes Olivenöl
noUnit,Pitahaya
halbe,Pitahaya
g,REWE Bio Sonnenmais
EL,REWE Bio Sonnenmais
g,REWE Bio Tofu Natur
g,Rinderhüftsteak
noUnit,Edelsüß-Paprikapulver
noUnit,Romana Salatherz
noUnit,REWE Feine Welt Rosa Salzkristalle
g,Berglinsen
Bund,kleine Karotten
noUnit,kleine Karotten
Päckchen,REWE Feine Welt Kodiak Wildlachs
g,REWE Feine Welt Kodiak Wildlachs
Prise(n),Paprikagewürz
noUnit,Paprikagewürz
ml,Apfelsaft naturtrüb
noUnit,kleine rote Paprikaschote
cl,Hennessy VS
ml,Hennessy VS
g,Mehl Typ 550
kg,Mehl Typ 550
Packung(en),REWE Bio Bourbon Vanillezucker
noUnit,Zitronenschale
TL,Zitronenschale
ml,Bier (helles)
noUnit,getr. Chilischote
EL,geschälte Mandeln
g,geschälte Mandeln
Blätter,Yufkateig
Packung(en),Yufkateig
ml,Wermut
EL,Wermut
noUnit,"REWE Feine Welt Königliche Olive, Brot"
noUnit,Bunter Pfeffer aus der Mühle
noUnit,REWE Feine Welt Macarons
ml,Kaffee
EL,Erdbeerkonfitüre
g,Erdbeerkonfitüre
g,Nutella
g,"REWE Bio Joghurt mild 3,8 %"
noUnit,Pfirsich
g,Spaghettini
g,cremige Erdnussbutter
EL,cremige Erdnussbutter
EL,Rote-Bete-Saft
ml,Rote-Bete-Saft
EL,REWE Bio Kokosöl
g,REWE Bio Kokosöl
Bund,Thai Basilikum
Stiel(e),Thai Basilikum
noUnit,evtl. Zucker
ml,Barbecue-Sauce
noUnit,Barbecue-Sauce
Tasse(n),heißer Espresso
ml,heißer Espresso
g,stückige Tomaten (Dose)
ml,REWE Feine Welt Geflügelfond
noUnit,REWE Feine Welt Geflügelfond
TL,Senfsaat
TL,REWE Beste Wahl Delikatess-Senf mittelscharf
g,Popcornmais
noUnit,Nelke
noUnit,Aufback-Baguette (300 g)
g,REWE Bio Bacon
Scheibe(n),REWE Bio Bacon
g,Frischer Blätterteig (z. B. von REWE Beste Wahl)
ml,ungesüßter Sojadrink
noUnit,etwas Zucker
g,vegane Zartbitterschokolade
g,Garnelen (küchenfertig)
noUnit,Garnelen (küchenfertig)
g,Melone
EL,laktosefreie Butter
g,laktosefreie Butter
g,Hanfmehl
EL,Hanfmehl
g,REWE Beste Wahl Zwiebeln
EL,REWE Beste Wahl brauner Rohrzucker
g,REWE Beste Wahl brauner Rohrzucker
g,veganer Quark
g,REWE Beste Wahl Speisequark mager
g,Reibekäse
EL,Reibekäse
noUnit,etwas Speisestärke
Packung(en),dunkle Kuchenglasur
g,dunkle Kuchenglasur
g,Ziegenweichkäse
EL,Granatapfelsirup
TL,Granatapfelsirup
g,ja! Rohschinkenwürfel
EL,kohlensäurehaltiges Mineralwasser
ml,kohlensäurehaltiges Mineralwasser
g,REWE Feine Welt Lachsrückenfilet
EL,REWE Bio zarte Haferflocken
g,REWE Bio zarte Haferflocken
Scheibe(n),Krustenbrot
g,Stangensellerie
g,geröstete Paprika (aus dem Glas)
g,Vollkornreis
g,Baby-Spinat
EL,Cognac
ml,Cognac
EL,ja! Tomatenmark 3-fach konzentriert
g,Macadamia
EL,weißer Balsamico Essig
TL,weißer Balsamico Essig
EL,vegane Mayonnaise
g,vegane Mayonnaise
g,Sojamehl
TL,Sojamehl
g,Hackfleisch gemischt
kg,Hackfleisch gemischt
noUnit,kleiner Kopfsalat
EL,REWE Feine Welt Aceto Balsamico di Modena
EL,REWE Feine Welt Fruchtessig Birne
noUnit,hartgekochte Eier
noUnit,dicke Scheiben Bauernbrot
g,REWE Beste Wahl Mangostreifen
ml,Sojamilch Vanille
EL,Kokos-Chips
g,Kokos-Chips
g,Salami-Sticks
g,REWE Bio Quinoa Tricolore
TL,Tahini Paste
noUnit,Saft von 1 Zitrone
noUnit,Thymianzweige
TL,geröstetes Sesamöl
EL,geröstetes Sesamöl
g,ja! Hackfleisch gemischt
g,fein geriebener Parmesan
g,ja! passierte Tomaten
ml,ja! passierte Tomaten
g,REWE Beste Wahl Schinkenspeck
g,Zartbitter Kuvertüre
Packung(en),REWE Frei von Mini Brownies
g,"Aprikosen, getrocknet"
noUnit,"Aprikosen, getrocknet"
ml,REWE Bio Gemüsebrühe (glutenfrei)
g,REWE Beste Wahl Kalifornische Mandeln gehobelt
Handvoll,REWE Beste Wahl Kalifornische Mandeln gehobelt
g,bunte Paprika
Scheibe(n),REWE Feine Welt Walnuss-Ringbrot
halbes,REWE Feine Welt Walnuss-Ringbrot
g,Entenbrüste
noUnit,Entenbrüste
noUnit,frischer Basilikum
g,ja! Cashewkerne naturell
noUnit,Eiweiß (Größe M)
noUnit,Schoko-Cookies
EL,REWE Bio Süssrahm-Butter
noUnit,"Pfeffer, gemahlen"
Päckchen,REWE Feine Welt Tête de Moine AOP
g,REWE Feine Welt Tête de Moine AOP
ml,REWE Frei von Vollmilch
noUnit,REWE Bio Limette
EL,Rosenwasser
TL,Rosenwasser
TL,körniger Senf
EL,körniger Senf
noUnit,"Limetten, unbehandelt"
noUnit,ja! Pfeffer schwarz gemahlen
noUnit,Ei (L)
g,gleichgroße Kartoffeln (mehligkochend)
noUnit,gleichgroße Kartoffeln (mehligkochend)
Packung(en),REWE Feine Welt Geräucherter Thunfisch mit Sahne-Meerrettich
TL,Kala Namak
noUnit,Kala Namak
g,gemahlene Leinsamen
EL,gemahlene Leinsamen
g,ja! Sultaninen
EL,ja! Sultaninen
noUnit,Kaffir-Limettenblätter
EL,Soja-Kochcreme
ml,Soja-Kochcreme
l,Ginger Ale
ml,Ginger Ale
g,geraspelter Parmesan
EL,"REWE Beste Wahl länger Frischmilch (1,8 % Fett)"
ml,"REWE Beste Wahl länger Frischmilch (1,8 % Fett)"
g,Seitan
noUnit,Beet Kresse
TL,Palmzucker
EL,Palmzucker
g,Sushi-Reis
g,Putenfleisch
EL,Rotwein-Essig
Rolle(n),REWE Beste Wahl Blätterteig
Packung(en),REWE Beste Wahl Blätterteig
g,Erdnusskerne
EL,REWE Beste Wahl Rapsöl
g,REWE Bio Schweizer Edelbitter-Schokolade
Packung(en),frischer Blätterteig (275 g)
g,Hüttenkäse
noUnit,"Paprika, rot"
g,zerlassene Butter
EL,zerlassene Butter
noUnit,Baguette-Brötchen
noUnit,kleine Birne
TL,brauner Rohrzucker
EL,REWE Bio Frische Vollmilch
ml,REWE Bio Frische Vollmilch
große,REWE Bio Roma-Tomaten
g,REWE Bio Roma-Tomaten
noUnit,grob gemahlener Pfeffer
EL,grob gemahlener Pfeffer
g,Zwiebel (TK)
TL,rosa Pfeffer
noUnit,rosa Pfeffer
TL,scharfer Senf
EL,scharfer Senf
Packung(en),Sahnefestiger
noUnit,Gurken
noUnit,frische Mango
g,Vollkorn-Basmatireis
g,"Senf, mittelscharf"
EL,"Senf, mittelscharf"
noUnit,kleine Karotte
EL,rote Pfefferbeeren
TL,rote Pfefferbeeren
noUnit,REWE Bio Griechenland Gewürz
EL,REWE Bio Griechenland Gewürz
g,Rote Bete Sprossen
noUnit,Rote Bete Sprossen
noUnit,Rote Zwiebel (klein)
g,gemahlene Walnüsse
Scheibe(n),REWE Bio Pumpernickel
etwas,Pfeffer (frisch gemahlen)
noUnit,Pfeffer (frisch gemahlen)
noUnit,reife Avocado
noUnit,Pfeffer (aus der Mühle)
ml,Weinessig
g,weißer Sesam
TL,weißer Sesam
EL,gemahlene Mandeln ohne Haut
g,gemahlene Mandeln ohne Haut
TL,Koriander gemahlen
TL,Rosenpaprika scharf
noUnit,REWE Bio Knoblauchzehe
noUnit,Chilischote (rot)
g,geräucherter Bauchspeck
Scheibe(n),geräucherter Bauchspeck
g,REWE Bio Vollkorn-Spaghetti
g,Seidentofu
g,REWE Bio Maronen
g,REWE Feine Welt Gorgonzola
ml,Soja Kochcreme
g,Haferflocken (zart)
EL,Haferflocken (zart)
TL,Erdbeermarmelade
g,Erdbeermarmelade
EL,REWE Feine Welt Trüffelöl
ml,Vollmilch Joghurt
g,Vollmilch Joghurt
g,Milram Sylter Scheiben
Scheibe(n),Milram Sylter Scheiben
g,REWE Beste Wahl Pesto rosso
EL,REWE Beste Wahl Pesto rosso
noUnit,Ei (Gr. L)
ml,Knoblauchsoße
noUnit,Knoblauchsoße
g,Kartoffelchips
noUnit,frischer Meerrettich
g,frischer Meerrettich
ml,Gemüsebrühe (Instant)
l,Gemüsebrühe (Instant)
g,Mett
g,Aprikosen
g,Kräuter-Frischkäse
noUnit,Tomatensoße
EL,Tomatensoße
EL,REWE Bio Apfel-Bananenmark
g,REWE Bio Apfel-Bananenmark
noUnit,Matjesfilets
g,Skyr
noUnit,Mehlmischung für die Arbeitsfläche
g,REWE Bio Dinkelmehl
g,REWE Feine Welt Elsässer Sonntag (extrabreite Bandnudeln)
Scheibe(n),Sandwichtoast
Päckchen,REWE Feine Welt Essbare Blütenpracht
noUnit,REWE Feine Welt Essbare Blütenpracht
noUnit,"Eier, Größe M"
g,REWE Beste Wahl Weinsauerkraut
noUnit,Cocktailkirschen
g,Beeren
noUnit,Beeren
g,weißer Balsamico-Essig
EL,weißer Balsamico-Essig
g,Hartweizen-Grieß
noUnit,Weizentortillas
EL,Ajvar
noUnit,Mangos
g,REWE Bio Blattspinat tiefgefroren
noUnit,gehackte Pistazien zum Verzieren
g,Tzatziki
ml,Haferdrink
noUnit,Safran
Päckchen,Safran
g,ja! Pinienkerne
EL,ja! Pinienkerne
noUnit,Laugenbrötchen
g,Kaffeepulver
ml,Maracujasaft
cl,Maracujasaft
g,blaue Kartoffeln
