|x|y|labels|Cluster
0|-19.623136520385742|-8.389572143554688|Lebensmittelfarbe|0
1|-33.1113395690918|-16.136459350585938|TL|4
2|3.70239520072937|26.575576782226562|(gehäuft)|2
3|16.030561447143555|15.791577339172363|Backpulver|5
4|-34.45399856567383|-17.0131893157959|EL|4
5|11.783650398254395|19.764827728271484|Speisestärke|5
6|-29.73444938659668|-13.038165092468262|Dose(n)|6
7|-11.477206230163574|-8.129830360412598|(klein)|0
8|-27.312654495239258|-11.01539134979248|ja!|6
9|6.415295124053955|-8.760421752929688|Sweet|9
10|-4.896615982055664|-8.413771629333496|Mais|7
11|-34.937923431396484|-17.455238342285156|g|4
12|5.127201557159424|25.761554718017578|Rotkohl|2
13|3.0563015937805176|26.85735321044922|Avocado|2
14|-32.06753921508789|-14.9466552734375|etwas|1
15|13.678915977478027|18.522214889526367|Balsamico-Essig|5
16|-22.28183937072754|-8.883947372436523|Abrieb|8
17|-23.939281463623047|-9.64669132232666|Limette|8
18|-34.8497314453125|-17.376359939575195|einer|4
19|-31.42172622680664|-14.231555938720703|Zitrone|1
20|-31.810359954833984|-14.5836763381958|halben|1
21|5.110058784484863|-8.544617652893066|Bio-Orange|9
22|-33.1463623046875|-16.19674301147461|und|4
23|-32.879364013671875|-15.739523887634277|Saft|1
24|-25.31077766418457|-9.596522331237793|unbehandelten|8
25|-34.7794303894043|-17.314620971679688|von|4
26|-17.767974853515625|-8.050626754760742|Bio-Zitrone|0
27|16.000720977783203|14.987004280090332|Barilla|5
28|2.572232723236084|27.1339054107666|Linguine|2
29|-33.743812561035156|-16.681371688842773|ml|4
30|-15.439647674560547|-7.942111492156982|Aceto|0
31|-23.999103546142578|-9.060341835021973|Balsamico|8
32|-16.359031677246094|-7.961898326873779|di|0
33|-9.96306324005127|-8.280917167663574|Modena|7
34|-32.58552551269531|-15.097804069519043|(z.|1
35|-33.48006820678711|-15.855016708374023|B.|4
36|-34.44873046875|-16.9909610748291|REWE|4
37|-33.72123718261719|-15.974990844726562|Feine|4
38|-20.04425811767578|-8.41667652130127|Welt)|8
39|-29.452558517456055|-12.147147178649902|Bio)|6
40|-32.241912841796875|-14.768989562988281|(z.B.|1
41|-18.058101654052734|-8.166675567626953|(nach|0
42|6.820101261138916|-8.653549194335938|Belieben)|9
43|13.773411750793457|-5.277225017547607|Bergkäse|9
44|-23.97344207763672|-9.622668266296387|Gouda|8
45|-16.064119338989258|-7.953144550323486|Ananas|0
46|-28.593374252319336|-12.057026863098145|Scheibe(n)|6
47|-23.573768615722656|-9.295866966247559|(aus|8
48|-33.94923782348633|-16.22943115234375|der|4
49|3.094681978225708|-9.387001991271973|Dose)|9
50|-18.769107818603516|-8.401174545288086|kleine|0
51|-29.21291732788086|-12.553050994873047|(oder|6
52|-32.84451675415039|-15.366440773010254|Beste|1
53|-27.08430290222168|-10.88002872467041|Wahl)|6
54|-29.557151794433594|-12.833322525024414|Scheiben|6
55|-34.12289810180664|-16.933284759521484|aus|4
56|-19.557437896728516|-8.0299654006958|Dose|0
57|-32.35805892944336|-15.264845848083496|in|1
58|-20.503068923950195|-8.434370040893555|(frisch|8
59|-30.735698699951172|-13.601908683776855|oder|1
60|17.832948684692383|11.038798332214355|Apfelsaft|3
61|-28.967573165893555|-12.443957328796387|Regional|6
