nameId,name,amount,unit,unitId,frequency
16491,Rote Bete (vakuumiert),200,g,1,7729
16497,Kirschtomaten,50,g,1,7729
16498,Räucherlachs,50,g,1,7729
16501,Mehl,150,g,1,7729
16506,Frischkäse,300,g,1,7729
16507,Quark,200,g,1,7729
16511,Räucherlachs,400,g,1,7729
16514,"Parmesan, gerieben",60,g,1,7729
16515,"Pistazien, geschält",120,g,1,7729
16520,REWE Beste Wahl Penne,500,g,1,7729
16521,REWE Bio Räucherlachs,200,g,1,7729
16529,REWE Bio Räucherlachs,200,g,1,7729
16535,Naturjoghurt,500,g,1,7729
16540,Räucherlachs (z. B. von REWE Bio),200,g,1,7729
16555,Hokkaidokürbis,140,g,1,7729
16567,REWE Bio Räucherlachs Salmo salar,250,g,1,7729
16570,REWE Bio Süßrahmbutter,30,g,1,7729
16571,Mehl,30,g,1,7729
16573,REWE Bio Schlagsahne 30 % Fett,200,g,1,7729
16577,REWE Bio Emmentaler-Käse gerieben,50,g,1,7729
16580,Kartoffeln,750,g,1,7729
16586,Crème fraîche mit Kräutern,200,g,1,7729
16600,"Wilhelm Brandenburg Hähnchengyros, gewürzt",250,g,1,7729
16601,Krautsalat,200,g,1,7729
16603,Zaziki,220,g,1,7729
16604,Porree (Lauch),800,g,1,7729
16605,"REWE Beste Wahl Crème fraîche leicht (14,5 % Fett)",100,g,1,7729
16611,Gruyere-Käse,100,g,1,7729
16613,"REWE Beste Wahl leicht Schinken, gewürfelt",100,g,1,7729
16619,Zucker,700,g,1,7729
16621,getrocknete Datteln,300,g,1,7729
16628,ja! Schlagsahne (30 % Fett),100,g,1,7729
16635,Seelachsfilet,500,g,1,7729
16638,Speck am Stück,200,g,1,7729
16640,Champignons (kleine),300,g,1,7729
16648,Perlzwiebeln,150,g,1,7729
16654,Reis,250,g,1,7729
16665,Zartbitterschokolade (oder Edelherb),125,g,1,7729
16667,Sahne,100,g,1,7729
16671,Mehl,40,g,1,7729
16672,Maismehl,40,g,1,7729
16682,Butter,30,g,1,7729
16688,Reis,100,g,1,7729
16692,Sahne,125,g,1,7729
16716,Mayonnaise,100,g,1,7729
16720,Rinderhackfleisch,500,g,1,7729
16735,"kleine, neue Kartoffeln",750,g,1,7729
16736,junge Möhren,500,g,1,7729
16757,Butter,75,g,1,7729
16758,"Mandeln, gehackt",100,g,1,7729
16759,"Mandeln, gemahlen",50,g,1,7729
16761,Lammlachse,800,g,1,7729
16770,getrocknete Shiitakepilze,25,g,1,7729
16771,Parmesan am Stück,75,g,1,7729
16772,getrocknete Tomaten,125,g,1,7729
16773,Butter,50,g,1,7729
16775,"Hefe, frisch",30,g,1,7729
16776,Weizenmehl (z. B. von REWE Bio),500,g,1,7729
16781,getrocknete Tomaten (z. B. von REWE Beste Wahl),50,g,1,7729
16782,"Walnüsse, geschält",100,g,1,7729
16789,durchwachsener Speck,400,g,1,7729
16801,Süßkartoffeln,900,g,1,7729
16802,Butter,150,g,1,7729
16804,Rosenkohl,500,g,1,7729
16805,grüne Oliven,250,g,1,7729
16812,Möhren,100,g,1,7729
16814,Rinderhack,200,g,1,7729
16819,Spaghetti,200,g,1,7729
16820,gehackte Tomaten,400,g,1,7729
16824,geriebener Parmesan,50,g,1,7729
16827,REWE Beste Wahl Weizenmehl Type 405,100,g,1,7729
16828,weiche REWE Bio Süßrahmbutter,320,g,1,7729
16829,REWE Beste Wahl Kalifornische Mandeln gemahlen,50,g,1,7729
16830,ja! Raffinade-Zucker,40,g,1,7729
16833,Puderzucker,125,g,1,7729
16838,Mehl,250,g,1,7729
16839,Zucker,100,g,1,7729
16840,kalte Butter,125,g,1,7729
16843,Hagelzucker,50,g,1,7729
16852,Spitzkohl,400,g,1,7729
16853,Butter,30,g,1,7729
16859,"Kartoffeln, vorwiegend festkochend",400,g,1,7729
16862,Kokosraspel,200,g,1,7729
16864,Puderzucker,180,g,1,7729
16865,Mehl,60,g,1,7729
16869,Zartbitterkuvertüre,150,g,1,7729
16871,Puderzucker,150,g,1,7729
16872,Butterkekse,200,g,1,7729
16875,REWE Beste Wahl Weizenmehl Type 405,250,g,1,7729
16876,Margarine,125,g,1,7729
16877,ja! Raffinade-Zucker,75,g,1,7729
16883,Mehl,250,g,1,7729
16884,Puderzucker,80,g,1,7729
16885,weiche Butter,125,g,1,7729
16889,Erdbeermarmelade,50,g,1,7729
16890,Mehl,250,g,1,7729
16892,Puderzucker,120,g,1,7729
16894,gemahlene Mandeln,150,g,1,7729
16896,vegane Margarine,210,g,1,7729
16897,Zucker,30,g,1,7729
16902,Butter,50,g,1,7729
16907,ganze Mandeln,210,g,1,7729
16908,Kokosraspeln (ungesüßt),200,g,1,7729
16909,Datteln ohne Stein,75,g,1,7729
16910,Rosinen,70,g,1,7729
16917,Ahornsirup,85,g,1,7729
16919,Puderzucker,250,g,1,7729
16920,REWE Bio Paranusskerne,200,g,1,7729
16921,Medjool Datteln,200,g,1,7729
16923,zarte Haferflocken,50,g,1,7729
16924,Kakaopulver,30,g,1,7729
16925,Haselnusskerne,100,g,1,7729
16926,Zartbitter-Kuvertüre,300,g,1,7729
16927,Nuss-Nougat Masse,200,g,1,7729
16928,Schlagsahne,200,g,1,7729
16930,Backkakao,80,g,1,7729
16931,Maronen (geschält und gekocht),600,g,1,7729
16932,Kartoffeln,150,g,1,7729
16943,weiche Butter,250,g,1,7729
16944,Puderzucker,125,g,1,7729
16947,Mehl,375,g,1,7729
16949,Nougat,200,g,1,7729
16950,Zartbitterkuvertüre,100,g,1,7729
16951,REWE frei von Weiße Schokolade mit Crispies,200,g,1,7729
16954,REWE frei von Vollmilchschokolade mit Gebäckstücken,50,g,1,7729
16955,Rosenkohl,500,g,1,7729
16973,Zucker,100,g,1,7729
16978,Rosinen,100,g,1,7729
16979,Mandeln in Stiften,30,g,1,7729
16987,"Kartoffeln - Drillinge, festkochend (z. B. von REWE Beste Wahl)",300,g,1,7729
16989,Maronen,400,g,1,7729
16997,REWE frei von Früchte-Müsli,250,g,1,7729
16998,REWE frei von Joghurt,500,g,1,7729
16999,Mehl,200,g,1,7729
17008,Zartbitterschokolade,250,g,1,7729
17011,Zucker,120,g,1,7729
17012,Sahne,750,g,1,7729
17018,Himbeeren,100,g,1,7729
17021,REWE Feine Welt Spekulatiuscreme,120,g,1,7729
17023,Mehl,150,g,1,7729
17027,weiche Butter,110,g,1,7729
17028,brauner Zucker,80,g,1,7729
17029,Zucker,50,g,1,7729
17032,Fischfilet (z. B. Seelachs),600,g,1,7729
17034,Basilikum-Pesto,100,g,1,7729
17037,Bandnudeln,300,g,1,7729
17040,Krustentier-Paste,40,g,1,7729
17041,REWE Beste Wahl frische Schlagsahne,200,g,1,7729
17053,Cornflakes (ungesüßt),50,g,1,7729
17059,Basilikumsamen,40,g,1,7729
17061,Mandeln gestiftet,100,g,1,7729
17062,Basilikum frisch,15,g,1,7729
17063,Himbeeren,100,g,1,7729
17064,Heidelbeeren,100,g,1,7729
17067,Gelierzucker 1:1,500,g,1,7729
17071,"grüne Bohnen, frisch, Enden abgeschnitten",240,g,1,7729
17073,Wasser,500,g,1,7729
17075,"Kartoffeln, mehlig kochend, in mundgerechten Stücken",750,g,1,7729
17076,Crème fraîche,100,g,1,7729
17104,kleine Möhren,600,g,1,7729
17105,vorgegarte Maronen,200,g,1,7729
17106,Kartoffeln (Drillinge),500,g,1,7729
17114,Rohrohrzucker,110,g,1,7729
17117,Zanderfilet (mit Haut),500,g,1,7729
17119,Kartoffeln,300,g,1,7729
17120,Sellerie,200,g,1,7729
17128,Butter,300,g,1,7729
17135,Zucker,90,g,1,7729
17136,Butter,225,g,1,7729
17137,Erdnussbutter,100,g,1,7729
17138,weiche Karamell-Sahne-Toffees (z.B. Muh Muhs),200,g,1,7729
17140,Mehl,500,g,1,7729
17142,Puderzucker,50,g,1,7729
17143,frische Hefe,42,g,1,7729
17145,Mehl,750,g,1,7729
17146,Puderzucker,200,g,1,7729
17149,Zitronat,200,g,1,7729
17150,Rosinen,250,g,1,7729
17151,Pistazien,75,g,1,7729
17152,Butter,250,g,1,7729
17154,Butterschmalz,100,g,1,7729
17156,Zucker,750,g,1,7729
17157,Schlagsahne,500,g,1,7729
17159,Butter,90,g,1,7729
17161,Zucker,300,g,1,7729
17165,weiße Kuvertüre,100,g,1,7729
17166,frischer Ingwer,150,g,1,7729
17181,Zartbitter-Kuvertüre,200,g,1,7729
17182,weiße Kuvertüre,250,g,1,7729
17183,Schlagsahne,100,g,1,7729
17184,Zucker,60,g,1,7729
17186,weiche Butter,250,g,1,7729
17187,Backkakao,100,g,1,7729
17189,Mehl,200,g,1,7729
17190,REWE Bio Süßrahmbutter,125,g,1,7729
17192,Hagelzucker,100,g,1,7729
17193,rote Linsen,300,g,1,7729
17194,Walnüsse,125,g,1,7729
17196,Sellerie,100,g,1,7729
17198,Zwiebeln,150,g,1,7729
17204,Mehl,60,g,1,7729
17208,frische Cranberries,100,g,1,7729
17212,reife Erdbeeren,400,g,1,7729
17217,Schalotten,200,g,1,7729
17220,Butter,250,g,1,7729
17248,Äpfel,150,g,1,7729
17249,brauer Zucker,125,g,1,7729
17250,Margarine,175,g,1,7729
17252,Mehl,375,g,1,7729
17256,Walnüsse,50,g,1,7729
17257,Puderzucker,200,g,1,7729
17259,Zucker,100,g,1,7729
17260,Minze,20,g,1,7729
17268,Wassermelone,800,g,1,7729
17280,Zucker,100,g,1,7729
17286,Himbeeren (TK),150,g,1,7729
17292,zerstoßenes Eis,750,g,1,7729
17297,Zucker,250,g,1,7729
17322,Zucker,40,g,1,7729
17326,Bio-Salatgurke,600,g,1,7729
17334,Zucker,40,g,1,7729
17341,brauner Zucker,150,g,1,7729
17348,REWE Bio Schmand,100,g,1,7729
17355,REWE Bio Sauerkraut,520,g,1,7729
17358,ja! Butter mild gesäuert,15,g,1,7729
17359,ja! Mehl,15,g,1,7729
17362,REWE ja! Gnocchi di patate,500,g,1,7729
17364,ja! mittelalter Gouda,50,g,1,7729
17365,ja! Bayerischer Leberkäse in Scheiben,400,g,1,7729
17367,ja! tiefgefrorenes Buttergemüse,150,g,1,7729
17371,Magerquark,140,g,1,7729
17373,Zucker,60,g,1,7729
17375,Mehl,200,g,1,7729
17380,rote kernlose Weintrauben,250,g,1,7729
17381,grüne kernlose Weintrauben,250,g,1,7729
17385,ja! Zucker,25,g,1,7729
17387,REWE Bio Schlagsahne,150,g,1,7729
17389,"REWE Beste Wahl Blattspinat (tiefgefroren, portionierbar)",100,g,1,7729
17390,ja! Mehl,300,g,1,7729
17396,Schweinefilet,600,g,1,7729
17400,gewürfelter Frühstücksspeck,50,g,1,7729
17401,REWE Bio Schlagsahne,200,g,1,7729
17411,brauner Zucker,80,g,1,7729
17422,REWE Beste Wahl gemahlene Mandeln ohne Haut,65,g,1,7729
17426,Himbeeren,250,g,1,7729
17427,Heidelbeeren,50,g,1,7729
17428,Johannisbeeren,50,g,1,7729
17430,Hefe,12,g,1,7729
17433,weiche Butter,130,g,1,7729
17434,Zucker,50,g,1,7729
17437,Mehl,500,g,1,7729
17443,Puderzucker,100,g,1,7729
17482,Beeren-Gelee,75,g,1,7729
17483,vakuumierte Maronen,400,g,1,7729
17520,Champignons,600,g,1,7729
17521,Butter oder Margarine,20,g,1,7729
17533,grüne Bohnen,750,g,1,7729
17534,Schalotten,250,g,1,7729
17549,Kirschtomaten,750,g,1,7729
17559,Butter,170,g,1,7729
17561,brauner Zucker,70,g,1,7729
17565,Mehl,180,g,1,7729
17569,Puderzucker,35,g,1,7729
17583,gemischte Pilze,400,g,1,7729
17584,Butter,50,g,1,7729
17586,REWE Feine Welt Gorgonzola,100,g,1,7729
17587,Thymian,10,g,1,7729
17588,Majoran,10,g,1,7729
17589,Petersilie,10,g,1,7729
17590,Blätterteig,400,g,1,7729
17592,Prinzessbohnen (frisch oder TK),500,g,1,7729
17593,Fenchelknolle,100,g,1,7729
17594,Cabanossi,100,g,1,7729
17596,REWE Beste Wahl frischer Blätterteig,275,g,1,7729
17597,Italienischer Bruschetta-Brot-Aufstrich,190,g,1,7729
17598,holländischer Gouda-Käse,60,g,1,7729
17601,Sesamsaat,20,g,1,7729
17606,Parmesan,100,g,1,7729
17612,weiche Butter,175,g,1,7729
17614,Walnüsse,100,g,1,7729
17615,Himbeeren,125,g,1,7729
17616,Minze,15,g,1,7729
17617,Zartbitter-Kuvertüre,200,g,1,7729
17618,REWE Frei von Mehlmischung,500,g,1,7729
17629,REWE Frei von Frischkäse,50,g,1,7729
17631,REWE Frei von Vollmilchschokolade,250,g,1,7729
17632,Erdnüsse ohne Salz,70,g,1,7729
17637,REWE Frei von Mehlmischung,300,g,1,7729
17640,Himbeeren,300,g,1,7729
17643,Puderzucker,130,g,1,7729
17645,REWE Frei von Mehlmischung,250,g,1,7729
17646,gemahlene Mandeln,100,g,1,7729
17647,Margarine,150,g,1,7729
17653,Zucker,30,g,1,7729
17654,Schlagsahne,200,g,1,7729
17658,Zucker,130,g,1,7729
17659,Margarine,200,g,1,7729
17661,gemahlene Mandeln,100,g,1,7729
17662,REWE Frei von Mehlmischung,400,g,1,7729
17663,REWE Frei von Vollmilchschokolade,200,g,1,7729
17670,Ziegenfrischkäse,250,g,1,7729
17671,Mehl,300,g,1,7729
17674,Zucker,200,g,1,7729
17679,Butter,300,g,1,7729
17680,Puderzucker,400,g,1,7729
17682,Frischkäse,600,g,1,7729
17703,Butterkekse,120,g,1,7729
17704,Butter,20,g,1,7729
17705,Erdnussbutter,100,g,1,7729
17706,Zartbitterschokolade,380,g,1,7729
17708,Frischkäse,470,g,1,7729
17709,Puderzucker,120,g,1,7729
17719,grünes Pesto,70,g,1,7729
17727,Blattspinat,750,g,1,7729
17734,Risottoreis,500,g,1,7729
17737,Kürbiskerne ohne Schale,50,g,1,7729
17738,Parmesan,100,g,1,7729
17739,Butter,50,g,1,7729
17748,Parmesan,50,g,1,7729
17751,Kirschtomaten,200,g,1,7729
17754,Flusskrebs-Schwänze (verzehrfertig),80,g,1,7729
17765,getrocknete Tomaten (in Öl),50,g,1,7729
17769,Mehl,500,g,1,7729
17772,Zucker,60,g,1,7729
17773,Butter,100,g,1,7729
17779,Zucker,150,g,1,7729
17782,Mehl,75,g,1,7729
17785,Sahne,400,g,1,7729
17787,Schmand,400,g,1,7729
17788,Rote Grütze,150,g,1,7729
17789,gehackte Pistazien,50,g,1,7729
17790,Butter,50,g,1,7729
17792,Weizenmehl,150,g,1,7729
17793,Speisestärke,30,g,1,7729
17796,Schlagsahne,400,g,1,7729
17802,Butter,65,g,1,7729
17803,Weizenmehl Type 450,200,g,1,7729
17808,REWE feine Welt Tiroler Bergkäse aus Höhlenreifung,75,g,1,7729
17811,Butter,65,g,1,7729
17813,Mehl,200,g,1,7729
17816,Frischkäse,450,g,1,7729
17817,Crème fraîche,230,g,1,7729
17818,grüne Oliven ohne Stein,80,g,1,7729
17823,Doppelrahm-Frischkäse,170,g,1,7729
17828,Back-Kakao,40,g,1,7729
17829,Puderzucker,30,g,1,7729
17831,Zartbitterschokolade,120,g,1,7729
17832,Mandeln,200,g,1,7729
17833,Zartbitterschokolade,500,g,1,7729
17834,Sahne,400,g,1,7729
17836,Gewürzspekulatius,300,g,1,7729
17837,Butter,175,g,1,7729
17839,Mini-Spekulatius,100,g,1,7729
17840,Schokoröllchen,100,g,1,7729
17841,Quark,250,g,1,7729
17842,Mascarpone,250,g,1,7729
17846,Spekulatius,120,g,1,7729
17851,REWE Bio Speisequarkzubereitung,40,g,1,7729
17866,Spekulatius,150,g,1,7729
17867,Butter,60,g,1,7729
17871,Zucker,40,g,1,7729
17876,REWE Beste Wahl Zartbitter Schokolade,200,g,1,7729
17880,ja! Raffinade-Zucker,140,g,1,7729
17882,REWE Beste Wahl Speisequark mager,500,g,1,7729
17883,Joghurt,100,g,1,7729
17887,"REWE Bio Krokant Snack (Cashew, Mandel, Sesam)",75,g,1,7729
17888,REWE Bio Dinkel- Butterkekse,100,g,1,7729
17892,gekochter Schinken,200,g,1,7729
17895,Mayonnaise,300,g,1,7729
17896,saure Sahne,300,g,1,7729
17897,Joghurt,300,g,1,7729
17899,geriebener Käse,150,g,1,7729
17902,"REWE Bio Speisequark, Magerstufe",500,g,1,7729
17903,"Quark, 40% Fettanteil",250,g,1,7729
17904,Magerquark,400,g,1,7729
17908,Honig,50,g,1,7729
17909,Heidelbeeren,150,g,1,7729
17911,blaue und grüne kernlose Weintrauben,250,g,1,7729
17914,ja! Zucker,150,g,1,7729
17916,ja! Magerquark,750,g,1,7729
17919,Magerquark,500,g,1,7729
17920,Kartoffeln (mehligkochend),500,g,1,7729
17921,Mehl,150,g,1,7729
17924,Zucker,75,g,1,7729
17928,Speisequark,500,g,1,7729
17936,REWE Frei von Mehl,400,g,1,7729
17941,REWE Frei von Magerquark,250,g,1,7729
17942,Erdbeer-Konfitüre,75,g,1,7729
17945,REWE Frei von Mehlmischung glutenfrei,200,g,1,7729
17947,Zucker,300,g,1,7729
17948,laktosefreie Butter,125,g,1,7729
17951,REWE Frei von Magerquark laktosefrei,500,g,1,7729
17952,REWE Frei von Frischkäse laktosefrei,100,g,1,7729
17953,backfertige Mohnfüllung,125,g,1,7729
17955,Mehl,520,g,1,7729
17959,Quark (10 % Fett),400,g,1,7729
17961,Heidelbeeren,200,g,1,7729
17966,TK-Blaubeeren,300,g,1,7729
17967,Magerquark,800,g,1,7729
17973,REWE Bio Weizenmehl Type 550,225,g,1,7729
17974,REWE Bio Süßrahmbutter,100,g,1,7729
17978,Gruyère,150,g,1,7729
17979,REWE Beste Wahl Saure Sahne,200,g,1,7729
17987,Zucker,140,g,1,7729
17989,Mehl,100,g,1,7729
17991,Speisestärke,50,g,1,7729
17995,Lebkuchen,100,g,1,7729
17996,zimmerwarme Butter,500,g,1,7729
17998,Schokostreusel,100,g,1,7729
17999,Zartbitterschokolade,100,g,1,7729
18000,Weintrauben,200,g,1,7729
18006,Schlagsahne,200,g,1,7729
18009,Blattspinat,400,g,1,7729
18012,Pinienkerne,20,g,1,7729
18017,Butter,40,g,1,7729
18024,REWE Bio Haferflocken,200,g,1,7729
18029,feine Haferflocken,200,g,1,7729
18030,gehackte Mandeln,50,g,1,7729
18036,Kirschtomaten,100,g,1,7729
18038,Butter,50,g,1,7729
18039,Mehl,30,g,1,7729
18040,Schlagsahne,200,g,1,7729
18046,Mandeln,100,g,1,7729
18047,getrocknete Aprikosen,100,g,1,7729
18048,gemahlene Mandeln,50,g,1,7729
18049,gepuffter Amaranth,50,g,1,7729
18050,zarte Haferflocken,120,g,1,7729
18051,kernige Haferflocken,100,g,1,7729
18057,Butter,150,g,1,7729
18058,Reis-Sirup,80,g,1,7729
18060,zarte Haferflocken,280,g,1,7729
18061,Walnüsse,80,g,1,7729
18062,getrocknete Aprikosen,60,g,1,7729
18065,Weizenvollkornmehl,200,g,1,7729
18066,Haferflocken,80,g,1,7729
18070,Butter,100,g,1,7729
18071,Apfelmus (ungesüßt),200,g,1,7729
18072,gehackte Mandeln,50,g,1,7729
18073,Haferflocken,250,g,1,7729
18083,Weizenvollkornmehl,200,g,1,7729
18084,Haferflocken,80,g,1,7729
18091,gehackte Walnüsse,100,g,1,7729
18092,Kürbiskerne,30,g,1,7729
18093,Weizenvollkornmehl,120,g,1,7729
18095,Haferflocken (zart),80,g,1,7729
18099,getrocknete Kirschen,50,g,1,7729
18100,Walnüsse,80,g,1,7729
18107,Apfelmus (ohne Zucker),150,g,1,7729
18110,Mehl,150,g,1,7729
18111,Dinkelvollkornmehl,100,g,1,7729
18114,Walnusskerne,100,g,1,7729
18115,Datteln (z. B. Medjool Datteln),100,g,1,7729
18119,Kokosblütenzucker,100,g,1,7729
18121,gemahlene Mandeln,200,g,1,7729
18122,Dinkelvollkornmehl,100,g,1,7729
18126,Haferflocken,300,g,1,7729
18127,Vollkornmehl,100,g,1,7729
18128,gehackte Mandeln,100,g,1,7729
18137,Birnen,250,g,1,7729
18143,Dinkel-Vollkornmehl,100,g,1,7729
18145,ja! gemahlene Mandeln,40,g,1,7729
18147,ja! gehackte Mandeln,50,g,1,7729
18150,REWE Beste Wahl Speisequark Magerstufe,100,g,1,7729
18154,REWE Beste Wahl Walnusskerne,40,g,1,7729
18155,REWE Bio Dinkel-Vollkornmehl,400,g,1,7729
18156,gemahlene Haselnüsse,100,g,1,7729
18159,Haselnusskerne,300,g,1,7729
18160,Zucker,200,g,1,7729
18164,Kuchenglasur Zartbitter,200,g,1,7729
18165,Garnelen,250,g,1,7729
18167,Bandnudeln,100,g,1,7729
18169,Parmesan gerieben,75,g,1,7729
18171,Crème fraîche,150,g,1,7729
18183,Puderzucker,40,g,1,7729
18184,Mascarpone,500,g,1,7729
18185,Schlagsahne,200,g,1,7729
18186,Vanillekipferl,350,g,1,7729
18187,Kakaopulver,40,g,1,7729
18188,weiße Schokolade,50,g,1,7729
18189,Feldsalat,200,g,1,7729
18196,Schweinefilet vom schwarzen Schwein,350,g,1,7729
18198,Schupfnudeln,400,g,1,7729
18205,Schweinefilet,500,g,1,7729
18211,Feldsalat,250,g,1,7729
18215,Zucker,125,g,1,7729
18218,Mandeln mit Haut,200,g,1,7729
18222,REWE Beste Wahl Weizenmehl Type 405,200,g,1,7729
18223,weiche REWE Bio Süßrahmbutter,150,g,1,7729
18224,REWE Beste Wahl Kalifornische Mandeln gemahlen,100,g,1,7729
18225,ja! Raffinade-Zucker,80,g,1,7729
18228,ja! Puderzucker,100,g,1,7729
18229,Butter,320,g,1,7729
18230,Puderzucker,150,g,1,7729
18233,Mehl,400,g,1,7729
18251,Zucker + 1 TL,205,g,1,7729
18254,Pancetta,200,g,1,7729
18259,Rucola,200,g,1,7729
18260,Butter,250,g,1,7729
18261,Kuvertüre Zartbitter,250,g,1,7729
18263,Mehl,65,g,1,7729
18266,TK Waldfrüchte,500,g,1,7729
18268,geriebener Parmesan,200,g,1,7729
18271,Butter,200,g,1,7729
18272,Zucker,120,g,1,7729
18275,glutenfreies Mehl,400,g,1,7729
18276,gemahlene Mandeln,100,g,1,7729
18277,Zartbitterkuvertüre,100,g,1,7729
18293,junge Kartoffeln,500,g,1,7729
18319,Kartoffeln,800,g,1,7729
18329,Hartkäse fein gerieben,40,g,1,7729
18330,Weizenmehl,120,g,1,7729
18331,kalte Butter in kleine Würfel,80,g,1,7729
18338,mehligkochende Kartoffeln,300,g,1,7729
18339,Butter,20,g,1,7729
18342,Bio-Babyspinat,300,g,1,7729
18347,geräucherte Forellenfilets,200,g,1,7729
18354,junge Kartoffeln(Drillinge),500,g,1,7729
18367,dunkle Schokolade,200,g,1,7729
18368,Butter,250,g,1,7729
18369,Puderzucker,150,g,1,7729
18370,gehackte Mandeln,80,g,1,7729
18372,Butterkekse,300,g,1,7729
18373,weiße Schokolade,400,g,1,7729
18374,Kokosfett,250,g,1,7729
18376,Puderzucker,80,g,1,7729
18378,Butterkekse,250,g,1,7729
18379,REWE Bio Edel-Bitterschokolade 85%,200,g,1,7729
18380,REWE Bio Schweizer Vollmilchschokolade,500,g,1,7729
18381,Kokosfett,200,g,1,7729
18383,Butterkekse,300,g,1,7729
18385,dunkle Schokolade,200,g,1,7729
18386,Butter,250,g,1,7729
18387,Puderzucker,150,g,1,7729
18389,vegane dunkle Schokolade,400,g,1,7729
18390,Kokosfett,250,g,1,7729
18391,ungesüßtes Kakaopulver,100,g,1,7729
18392,Puderzucker,80,g,1,7729
18393,vegane Butterkekse,350,g,1,7729
18394,REWE frei von Vollmilch-Schokolade (laktosefrei),400,g,1,7729
18395,Kokosfett,250,g,1,7729
18397,Puderzucker,75,g,1,7729
18399,REWE frei von Butterkekse (laktose- und glutenfrei),200,g,1,7729
18409,Butter,100,g,1,7729
18418,REWE Frei von Schlagsahne laktosefrei,200,g,1,7729
18422,ja! Schmand,300,g,1,7729
18426,Zucker,175,g,1,7729
18429,glutenfreies Mehl,130,g,1,7729
18431,Erdbeeren,350,g,1,7729
18434,Quark,250,g,1,7729
18439,Zucker,240,g,1,7729
18440,Mehl,110,g,1,7729
18441,Stärke,60,g,1,7729
18443,Butter,250,g,1,7729
18444,Puderzucker,140,g,1,7729
18445,Frischkäse,400,g,1,7729
18447,Magerquark,350,g,1,7729
18449,Schlagsahne,250,g,1,7729
18455,Zucker,100,g,1,7729
18457,Mehl,100,g,1,7729
18459,Erdbeerkonfitüre,250,g,1,7729
18460,Kuvertüre,250,g,1,7729
18467,Zucker,150,g,1,7729
18469,Weizenmehl,110,g,1,7729
18470,Speisestärke,100,g,1,7729
18478,"Schokoraspel, zartbitter",50,g,1,7729
18480,Vollrohrzucker (z. B. von REWE Bio),150,g,1,7729
18485,Zucker,140,g,1,7729
18487,Mehl,110,g,1,7729
18488,Speisestärke,60,g,1,7729
18492,Joghurt,100,g,1,7729
18493,Quark,250,g,1,7729
18494,Puderzucker,60,g,1,7729
18498,Zucker,110,g,1,7729
18499,Mehl,100,g,1,7729
18500,Speisestärke,50,g,1,7729
18504,Mascarpone,250,g,1,7729
18505,Puderzucker,50,g,1,7729
18516,Möhren,300,g,1,7729
18517,Steckrüben,750,g,1,7729
18518,Kartoffeln,400,g,1,7729
18522,gemischtes Hackfleisch,500,g,1,7729
18535,Mehl,200,g,1,7729
18536,Speisestärke,60,g,1,7729
18538,Zucker,100,g,1,7729
18542,Butter,125,g,1,7729
18543,Zartbitterschokolade,100,g,1,7729
18546,Zuckerrübensirup,150,g,1,7729
18547,flüssige Butter,50,g,1,7729
18550,Magerquark,500,g,1,7729
18551,Mehl,300,g,1,7729
18553,Speisestärke,100,g,1,7729
18557,Butter,70,g,1,7729
18558,brauner Zucker,125,g,1,7729
18559,Honig,125,g,1,7729
18560,gemahlene Mandeln,50,g,1,7729
18561,Mehl,250,g,1,7729
18567,Puderzucker,100,g,1,7729
18571,Mehl,250,g,1,7729
18574,Zucker,60,g,1,7729
18576,Butter (kalt),125,g,1,7729
18578,Puderzucker,200,g,1,7729
18584,körniger Hüttenkäse,150,g,1,7729
18585,Speck- oder Schinkenwürfel,100,g,1,7729
18590,Quark,250,g,1,7729
18597,frische Himbeeren,250,g,1,7729
18598,Quark,250,g,1,7729
18600,Wildpreiselbeeren,225,g,1,7729
18602,Zucker,80,g,1,7729
18606,Magerquark,250,g,1,7729
18607,Vollkornmehl,200,g,1,7729
18609,zarte Haferflocken,100,g,1,7729
18619,Weintrauben,100,g,1,7729
18621,Magerquark,400,g,1,7729
18624,Mehl,500,g,1,7729
18625,Sauerrahm,200,g,1,7729
18627,Zucker,80,g,1,7729
18630,Quark,300,g,1,7729
18632,Mehl,250,g,1,7729
18633,Öl,20,g,1,7729
18636,lauwarmes Wasser,150,g,1,7729
18637,Crème fraîche,400,g,1,7729
18639,Puderzucker,100,g,1,7729
18642,Quark,750,g,1,7729
18643,Mandeln,200,g,1,7729
18649,Mandelblätter,50,g,1,7729
18650,Butter,250,g,1,7729
18651,Semmelbrösel,50,g,1,7729
18658,REWE Beste Wahl Zwiebeln,150,g,1,7729
18659,REWE Beste Wahl Möhren,150,g,1,7729
18694,Champignons,250,g,1,7729
18697,Sahne,200,g,1,7729
18701,Kasseler,800,g,1,7729
18707,Mehl,800,g,1,7729
18708,Zucker,70,g,1,7729
18711,Butter,60,g,1,7729
18716,Zucker,200,g,1,7729
18717,Mehl,70,g,1,7729
18718,kernige Haferflocken,70,g,1,7729
18720,Butter,100,g,1,7729
18721,Rhabarber,600,g,1,7729
18722,Vanilleschote,"0,50",g,1,7729
18727,Zucker,260,g,1,7729
18730,Butter,220,g,1,7729
18731,Mehl,225,g,1,7729
18732,Zucker,160,g,1,7729
18733,kernige Haferflocken,90,g,1,7729
18745,Butter,50,g,1,7729
18746,Zucker,50,g,1,7729
18753,Mehl,80,g,1,7729
18754,Zucker,70,g,1,7729
