|x|y|labels|Cluster
0|21.01931571960449|-13.12479305267334|Lebensmittelfarbe|16
1|21.70696258544922|-29.40278244018555|TL|4
2|-12.736817359924315|28.709856033325195|(gehäuft)|5
3|-16.66617774963379|20.15231132507324|Backpulver|12
4|21.623048782348636|-30.924570083618164|EL|18
5|-12.200845718383787|31.28018951416016|Speisestärke|5
6|22.901451110839844|-24.137121200561523|Dose(n)|19
7|10.678162574768066|-3.535311222076416|(klein)|7
8|22.90475845336914|-23.116065979003906|ja!|6
9|2.8542494773864746|-1.8703457117080688|Sweet|10
10|3.783860683441162|-2.599708080291748|Mais|10
11|20.733028411865234|-31.99033546447754|g|11
12|-15.05883502960205|24.02111053466797|Rotkohl|2
13|-11.353829383850098|32.99125289916992|Avocado|13
14|22.091413497924805|-27.94017791748047|etwas|1
15|-17.207571029663086|16.41891860961914|Balsamico-Essig|12
16|22.124269485473636|-16.093894958496097|Abrieb|8
17|21.524677276611328|-13.345229148864744|Limette|16
18|21.18435478210449|-31.456945419311523|einer|18
19|22.46810913085937|-25.947940826416016|Zitrone|14
20|22.293811798095703|-26.79236221313477|halben|14
21|-2.1508846282958984|-1.2911207675933838|Bio-Orange|9
22|21.802064895629886|-30.246660232543945|und|4
23|21.897232055664066|-28.78233528137207|Saft|1
24|22.70961952209473|-20.54930877685547|unbehandelten|6
25|21.272022247314453|-31.35244178771973|von|18
26|22.200292587280273|-17.282537460327152|Bio-Zitrone|8
27|-17.028020858764652|17.327680587768555|Barilla|12
28|-14.396143913269045|25.41097640991211|Linguine|2
29|21.432600021362305|-29.89688873291016|ml|4
30|21.34725952148437|-12.670924186706545|Aceto|16
31|22.44232749938965|-16.626033782958984|Balsamico|8
32|19.65151023864746|-10.131272315979004|di|17
33|10.046177864074707|-3.423628330230713|Modena|7
34|21.476505279541016|-29.742441177368164|(z.|4
35|21.87965202331543|-29.345741271972656|B.|4
36|20.82784843444824|-31.878944396972656|REWE|11
37|22.06375312805176|-28.78416633605957|Feine|1
38|22.66700935363769|-17.340641021728516|Welt)|8
39|22.75881385803223|-23.45973777770996|Bio)|19
40|21.38317108154297|-30.13705062866211|(z.B.|4
41|21.5965518951416|-14.406606674194336|(nach|16
42|-0.03062818385660648|-1.4176979064941406|Belieben)|10
43|-3.2324407100677486|-0.5112021565437317|Bergkäse|9
44|22.185766220092773|-16.708959579467773|Gouda|8
45|19.18012809753418|-9.399904251098633|Ananas|17
46|22.37984848022461|-25.72451400756836|Scheibe(n)|14
47|22.69175720214844|-18.165143966674805|(aus|8
48|21.318897247314453|-30.417930603027344|der|4
49|-1.9670952558517456|-1.6437716484069824|Dose)|9
50|18.13343811035156|-7.828242301940918|kleine|17
51|22.72320556640625|-21.538270950317386|(oder|6
52|21.812042236328125|-30.46389198303223|Beste|4
53|22.659053802490234|-19.337873458862305|Wahl)|8
54|22.71823501586914|-21.960678100585934|Scheiben|6
55|21.265289306640625|-31.358089447021484|aus|18
56|16.46759033203125|-6.334187984466553|Dose|0
57|22.04796600341797|-28.16018295288086|in|1
58|21.427772521972656|-14.034567832946776|(frisch|16
59|22.28124237060547|-26.819549560546875|oder|14
60|-16.258255004882812|20.63729476928711|Apfelsaft|12
61|22.89407539367676|-24.06830596923828|Regional|19
62|0.8339240550994873|-1.8250830173492432|Käse|10
63|-8.238122940063478|0.3165383040904999|Aprikosen|9
64|-15.172703742980955|6.607861042022705|(groß)|15
65|21.90085220336914|-29.802898406982425|Welt|4
66|22.109668731689453|-15.840503692626953||8
67|-14.399779319763185|4.5119895935058585|Rapsöl|15
68|-17.09616470336914|19.60921669006348|halbe|12
69|-11.099942207336426|32.781219482421875|Avocados|13
70|-16.340360641479492|18.452957153320312|Gewürz|12
71|-13.328068733215332|4.331690788269043|Spinat|15
72|14.086786270141602|-5.018604278564453|Handvoll|0
73|-4.512091636657715|-0.620725154876709|Salat|9
74|21.48102569580078|-13.119731903076172|Öl|16
75|21.851238250732425|-28.73410987854004|für|1
76|-10.426141738891602|1.734727144241333|das|15
77|-17.667081832885742|14.623164176940918|Bacon|3
78|-11.730474472045898|2.7639238834381104|(in|15
79|8.99764347076416|-3.111283302307129|(optional)|7
80|14.138474464416506|-4.600773334503174|am|0
81|22.403610229492188|-26.08392143249512|Stück|14
82|5.6074538230896|-1.7648288011550903|Creme|7
83|-11.09210968017578|32.673126220703125|Banane|13
84|-16.011981964111328|21.6395206451416|Bananen|12
85|8.074917793273926|-2.728614091873169|PRO|7
86|-2.8303711414337163|-1.6356014013290403|PLANET|9
87|-12.450942993164062|30.879343032836914|Bandnudeln|5
88|-11.094014167785645|33.645191192626946|Soße|13
89|-12.643847465515135|30.630598068237305|Penne|5
90|-11.065407752990724|2.1742923259735107|Pesto|15
