|x|y|labels|Cluster
0|16.605295181274414|13.87384033203125|Lebensmittelfarbe|C1
1|31.689048767089844|10.863018989562988|TL|C4
2|-7.372238636016847|-19.687524795532227|(gehäuft)|C2
3|-11.838876724243164|-14.561158180236815|Backpulver|C3
4|33.719985961914055|10.520817756652832|EL|C4
5|-2.337728977203369|-21.85272979736328|Speisestärke|C2
6|26.39149284362793|12.012823104858398|Dose(n)|C4
7|3.997824907302856|14.312368392944336|(klein)|C1
8|26.852014541625977|11.895426750183105|ja!|C4
9|-8.040151596069336|11.059686660766602|Sweet|C0
10|3.8285624980926514|14.346036911010742|Mais|C1
11|34.86207962036133|10.940665245056152|g|C4
12|3.5763726234436035|-25.291431427001953|Rotkohl|C2
13|3.0718965530395512|-25.794130325317386|Avocado|C2
14|28.70891761779785|11.549181938171387|etwas|C4
15|-14.780466079711914|-11.730692863464355|Balsamico-Essig|C3
16|16.26088523864746|13.613661766052244|Abrieb|C1
17|10.217638969421387|14.605067253112793|Limette|C1
18|34.11408233642578|10.598920822143556|einer|C4
19|25.6619873046875|12.001897811889648|Zitrone|C4
20|29.59945106506348|11.737385749816895|halben|C4
21|-15.67778778076172|1.9338200092315676|Bio-Orange|C3
22|31.62817192077637|10.98564910888672|und|C4
23|30.066694259643555|11.190105438232422|Saft|C4
24|23.39896011352539|12.489855766296387|unbehandelten|C4
25|34.260189056396484|10.657140731811523|von|C4
26|4.416768550872803|14.81405258178711|Bio-Zitrone|C1
27|1.3570019006729126|-23.97408676147461|Barilla|C2
28|4.534540176391602|-25.769594192504886|Linguine|C2
29|32.117919921875|11.121502876281738|ml|C4
30|16.902244567871097|13.621532440185547|Aceto|C1
31|23.63740539550781|12.506691932678224|Balsamico|C4
32|13.863061904907227|14.115179061889648|di|C1
33|1.548137664794922|14.474373817443848|Modena|C1
34|32.60181427001953|10.540175437927246|(z.|C4
35|32.52237319946289|11.092055320739746|B.|C4
36|34.724327087402344|10.870087623596193|REWE|C4
37|33.06132125854492|10.446667671203613|Feine|C4
38|14.763669967651367|14.067239761352539|Welt)|C1
39|19.167041778564453|13.275224685668945|Bio)|C4
40|32.14755630493164|10.658771514892578|(z.B.|C4
41|19.444656372070312|13.576433181762695|(nach|C4
42|2.358558177947998|14.36401653289795|Belieben)|C1
43|-15.26683235168457|0.8545458316802979|Bergkäse|C3
44|22.26983642578125|12.864222526550293|Gouda|C4
45|6.9692230224609375|14.655584335327148|Ananas|C1
46|27.71730613708496|12.04871654510498|Scheibe(n)|C4
47|18.87928771972656|13.686827659606935|(aus|C1
48|33.029598236083984|10.471076011657717|der|C4
49|-15.873210906982422|0.021956181153655045|Dose)|C3
50|8.744488716125487|14.944043159484865|kleine|C1
51|26.17590141296387|11.972307205200195|(oder|C4
52|32.741897583007805|11.0412015914917|Beste|C4
53|19.674325942993164|13.183829307556152|Wahl)|C4
54|27.373891830444336|11.639810562133787|Scheiben|C4
55|34.19679641723633|10.631553649902344|aus|C4
56|12.834864616394045|14.38722038269043|Dose|C1
57|31.86045265197754|11.149299621582033|in|C4
58|13.492334365844727|14.167062759399414|(frisch|C1
59|30.89081573486328|11.20016098022461|oder|C4
60|-5.605969905853272|-19.45929527282715|Apfelsaft|C2
61|29.44185447692871|11.725570678710938|Regional|C4
62|-1.7494192123413086|13.53940486907959|Käse|C0
63|-16.265207290649414|-6.458912372589111|Aprikosen|C3
64|-15.41179656982422|-2.9858477115631104|(groß)|C3
65|33.43263626098633|10.528545379638672|Welt|C4
66|18.69629669189453|13.349478721618652||C1
67|-12.57669734954834|6.728559494018555|Rapsöl|C0
68|-7.844124317169189|-18.7769832611084|halbe|C2
69|3.17281436920166|-25.86830139160156|Avocados|C2
70|-4.606727123260498|-20.14645004272461|Gewürz|C2
71|-9.494471549987793|-17.25052261352539|Spinat|C2
72|-10.053385734558104|9.141470909118652|Handvoll|C0
73|-14.831156730651855|1.4165257215499878|Salat|C3
74|15.868375778198242|13.916489601135256|Öl|C1
75|29.42353820800781|11.21510410308838|für|C4
76|-15.957672119140625|-5.316206932067871|das|C3
77|-13.814257621765135|-12.779330253601074|Bacon|C3
78|-10.364249229431152|8.600698471069336|(in|C0
79|-2.267497539520264|13.75561237335205|(optional)|C0
80|9.51662540435791|14.324823379516602|am|C1
81|27.37985610961914|12.161733627319336|Stück|C4
82|-6.17104959487915|12.100030899047852|Creme|C0
83|3.9740629196166988|-26.15759086608887|Banane|C2
84|-1.31620192527771|-23.528987884521484|Bananen|C2
85|-5.225238800048828|12.00139045715332|PRO|C0
86|-16.524982452392578|-3.033761739730835|PLANET|C3
87|4.9645957946777335|-26.670244216918945|Bandnudeln|C2
88|-3.468834400177002|-22.41118049621582|Soße|C2
89|1.7805535793304443|-24.93244934082031|Penne|C2
90|-10.790806770324707|9.161959648132324|Pesto|C0
91|7.073915004730225|14.658795356750488|&|C1
92|22.86650085449219|12.990973472595215|Bund|C4
93|1.1107057332992554|14.498214721679688|Basilikum|C0
94|-0.25726544857025146|14.532342910766602|(zum|C0
95|24.816347122192386|12.338375091552734|frisch|C4
96|5.124866962432861|14.82478141784668|getrocknet|C1
97|20.01490020751953|13.221769332885742|im|C4
98|-2.423991203308105|13.17400360107422|Topf|C0
99|-5.231909275054932|-20.80190086364746|(gehackt)|C2
100|-11.291977882385256|-15.243145942687988|Reis|C3
101|-15.79470443725586|-7.833834171295166|Becher|C3
102|33.258094787597656|10.979119300842283|Bio|C4
103|-10.333940505981444|8.480923652648926|saure|C0
104|9.162432670593262|14.539958953857422|Sahne|C1
105|17.918407440185547|13.558884620666506|Beeren|C1
106|-13.11353588104248|-13.609493255615234|(zur|C3
107|18.79825782775879|13.630430221557615|nach|C1
108|30.59629821777344|11.04518985748291|Wahl|C4
109|27.227130889892575|12.146832466125488|kg|C4
