|x|y|labels
0|-18.51273536682129|11.162242889404297|Lebensmittelfarbe
1|-14.83780574798584|22.778444290161133|TL
2|22.143491744995117|7.416310787200928|(gehäuft)
3|15.111977577209473|-5.928212642669678|Backpulver
4|-13.046016693115234|25.185100555419922|EL
5|10.735986709594727|-10.10220718383789|Speisestärke
6|-17.36071014404297|16.34819793701172|Dose(n)
7|-17.172094345092773|-3.725385904312134|(klein)
8|-16.27128028869629|19.390018463134766|ja!
9|-3.8317105770111084|-15.520658493041992|Sweet
10|-9.17938232421875|-13.277894973754883|Mais
11|-12.3082275390625|26.452699661254883|g
12|20.46186065673828|6.431541442871094|Rotkohl
13|23.102514266967773|9.95190715789795|Avocado
14|-14.957181930541992|22.372526168823242|etwas
15|9.591267585754395|-11.008890151977539|Balsamico-Essig
16|-18.399377822875977|2.143756151199341|Abrieb
17|-18.77431869506836|7.297592639923096|Limette
18|-12.857406616210938|25.516462326049805|einer
19|-16.52446174621582|18.745012283325195|Zitrone
20|-15.140533447265625|20.815977096557617|halben
21|0.8639554381370544|-15.569512367248535|Bio-Orange
22|-14.496321678161621|22.599950790405273|und
23|-15.924703598022461|19.15390968322754|Saft
24|-18.68260955810547|10.566877365112305|unbehandelten
25|-12.605210304260254|26.11747932434082|von
26|-18.28693389892578|0.35093551874160767|Bio-Zitrone
27|18.129575729370117|-2.3886332511901855|Barilla
28|21.471328735351562|7.718794345855713|Linguine
29|-13.98637580871582|24.689292907714844|ml
30|-18.943811416625977|4.0608229637146|Aceto
31|-18.43040657043457|11.938068389892578|Balsamico
32|-18.828968048095703|6.732358932495117|di
33|-4.970454216003418|-15.304201126098633|Modena
34|-14.19502067565918|23.791627883911133|(z.
35|-13.47382926940918|24.55338478088379|B.
36|-12.295108795166016|26.468154907226562|REWE
37|-13.40205192565918|25.491838455200195|Feine
38|-18.95693016052246|6.225060939788818|Welt)
39|-17.029146194458008|15.995835304260254|Bio)
40|-13.975492477416992|24.519386291503906|(z.B.
41|-18.620086669921875|10.52618408203125|(nach
42|-4.238068580627441|-14.649106979370117|Belieben)
43|-5.0850019454956055|-15.939210891723633|Bergkäse
44|-18.2744197845459|13.221205711364746|Gouda
45|-18.95418357849121|5.498654842376709|Ananas
46|-17.968585968017578|14.004301071166992|Scheibe(n)
47|-17.539093017578125|14.135486602783203|(aus
48|-13.986565589904785|24.18966293334961|der
49|16.240297317504883|-0.6103914380073547|Dose)
50|-18.217947006225586|-2.5752291679382324|kleine
51|-16.476280212402344|18.67398452758789|(oder
52|-13.66561222076416|24.265958786010742|Beste
53|-18.37954330444336|12.985366821289062|Wahl)
54|-14.954180717468262|21.59923553466797|Scheiben
55|-13.072174072265625|25.703149795532227|aus
56|-18.00628089904785|-0.797631561756134|Dose
57|-14.238724708557129|23.494489669799805|in
58|-18.97810935974121|6.937228679656982|(frisch
59|-15.563358306884766|21.211193084716797|oder
60|14.889885902404785|-6.495046615600586|Apfelsaft
61|-14.329989433288574|22.926616668701172|Regional
62|-18.61617660522461|3.6479570865631104|Käse
