0,1
2.4507573,-0.36585853
0.6507158,0.21507278
-0.13132961,0.65435386
-1.2082698,0.4199812
0.56554693,0.8577387
0.06205252,-0.27571464
0.28759333,-2.4900026
0.18052809,0.01942745
-1.0405654,0.31928492
-0.8099244,0.36198473
-0.13553366,0.64305687
0.9753659,-0.13050723
-0.046461985,0.80013674
0.036311734,2.3315904
1.3294492,1.6656439
1.304588,1.6040202
0.1167992,0.2696627
0.4146323,0.0747706
1.3093987,1.9628012
-0.8732948,-0.65619385
-0.8956405,1.3341746
-0.58827424,0.1223176
-0.11880635,1.829948
-0.7369158,0.3963211
-1.2376031,-0.029911127
0.77458483,1.3169873
1.8717977,-0.9676386
-0.9193078,-0.9684317
0.10203109,0.5614698
1.1651658,-0.8883946
-0.12850913,-1.3986795
-1.311837,0.43774837
0.09742601,0.60460895
1.0577632,-0.38430235
-0.9010786,-0.4171265
0.30427322,1.3099353
0.9456702,-0.8925172
-0.030469172,-2.4305604
-0.5497462,0.14088748
-0.44539642,1.2541509
-1.7522571,-0.16763216
0.2494378,-0.49776778
-0.61527675,-0.37361833
-0.13873369,-0.55499536
0.9534393,0.50368047
-0.48354316,-0.056994732
-0.32578555,-0.73419243
0.3302985,0.6981775
-0.2542747,-0.12710558
0.26642758,1.3580058
0.32949084,-0.34396687
0.57798237,-1.4956673
-0.9678865,-0.2275471
-0.20688298,0.3440849
0.099047676,1.0756104
0.8414099,-1.0984937
-1.0827105,-1.4195397
0.118647404,-0.44454962
-1.471017,2.0661347
1.4404448,-1.0159342
-0.09688104,-1.6724247
1.7465087,0.9407741
-1.6042666,0.9008952
-0.5371746,-1.5438023
0.27135202,-0.8063742
-1.0183165,1.971844
1.1114323,0.86756176
0.75862217,-0.3945523
1.2255152,-0.9371473
0.51477796,-2.4974952
1.3390543,0.30355814
2.0220516,0.7825379
-0.0016488447,0.56887424
-0.70825243,0.086659275
-0.43833017,0.22243527
1.9350523,1.2313026
1.9976854,-0.46983466
1.109662,0.93078524
0.49239194,0.09015013
-0.24730529,0.2108233
-0.62283415,-0.77273434
0.88122183,-0.52644026
-0.17135447,-0.04233308
1.2639198,-1.4415582
-0.35204944,-0.5244969
1.1553342,-0.90105414
0.23452726,-0.050944984
2.4694583,1.179228
0.35004288,2.3903835
-0.7466412,0.15290833
-1.0240781,-0.40719783
1.0949279,1.031912
-0.49042258,-1.0136448
0.08186169,2.2887943
0.02552264,-0.5793382
-2.0295115,-0.27521923
-0.36298752,-0.8286202
0.5862441,0.034528043
-0.9640241,-0.44658658
1.2696153,-0.11724786
0.036820542,0.9609704
-1.293554,-0.8993961
0.01005333,-0.9835039
-0.8052955,-0.42833498
-1.4122305,1.4994049
-0.8914301,0.2707557
2.417755,0.18138856
-0.6656606,-0.78641903
-0.007907907,-0.42008293
-1.0674255,0.32382563
0.32837722,1.5437586
-0.43148267,-0.8676582
-0.66148835,0.62486327
-1.7159661,0.36069128
1.4880273,1.3934103
-0.16724508,1.4089396
0.8474994,1.302176
0.9970414,-1.0910801
0.38858408,-0.23338167
0.61776346,0.07625705
0.5377955,-0.9437084
-0.118870035,1.3227863
-0.3316004,-0.16528253
-1.4660157,-3.4261596
0.43611193,1.3577622
0.007184389,-0.91180557
-0.30131298,0.051289942
0.6732387,-0.24793862
-0.24545062,0.35884026
-0.09394889,1.7660998
-0.19809327,-0.016189523
-1.2926836,-1.6167347
-1.6654419,0.80050373
1.0646719,0.05020505
1.0606092,0.74395573
-0.8400085,-0.99755424
0.28412306,-0.95232743
-0.016789857,0.1846076
0.866206,0.0045899358
0.7098631,0.1580516
-0.02690983,-0.6216932
-1.6681405,-0.35158795
-0.3899725,0.24552493
-1.084818,-0.10013944
0.20198344,-1.2651469
-0.8101017,2.310675
0.48974106,0.14323843
1.0225786,-0.5616133
-0.36468926,0.48573455
0.27864346,-1.9984804
-0.47871727,-0.64429307
-0.43387187,0.64563316
0.07286933,0.29049292
0.8408287,0.25761515
0.44040546,-1.522165
-0.4582251,-0.30076703
1.0796115,0.5171328
-1.260131,0.6549374
0.81316626,-0.54083145
0.39411664,1.2988256
-1.4284406,0.7490444
0.6752905,1.2559608
-0.89495754,0.92170256
0.9459289,-1.1537976
-0.29164168,1.0019863
-1.6193775,0.5652571
-0.31532538,-2.987631
-2.5403554,-0.9768301
1.319201,1.4613186
0.6715249,0.91836035
-1.3878754,0.24816726
-0.39966524,0.12615134
