|x|y|labels
0|-19.623136520385742|-8.389572143554688|Lebensmittelfarbe
1|-33.1113395690918|-16.136459350585938|TL
2|3.70239520072937|26.575576782226562|(gehäuft)
3|16.030561447143555|15.791577339172363|Backpulver
4|-34.45399856567383|-17.0131893157959|EL
5|11.783650398254395|19.764827728271484|Speisestärke
6|-29.73444938659668|-13.038165092468262|Dose(n)
7|-11.477206230163574|-8.129830360412598|(klein)
8|-27.312654495239258|-11.01539134979248|ja!
9|6.415295124053955|-8.760421752929688|Sweet
10|-4.896615982055664|-8.413771629333496|Mais
11|-34.937923431396484|-17.455238342285156|g
12|5.127201557159424|25.761554718017578|Rotkohl
13|3.0563015937805176|26.85735321044922|Avocado
14|-32.06753921508789|-14.9466552734375|etwas
15|13.678915977478027|18.522214889526367|Balsamico-Essig
16|-22.28183937072754|-8.883947372436523|Abrieb
17|-23.939281463623047|-9.64669132232666|Limette
18|-34.8497314453125|-17.376359939575195|einer
19|-31.42172622680664|-14.231555938720703|Zitrone
20|-31.810359954833984|-14.5836763381958|halben
21|5.110058784484863|-8.544617652893066|Bio-Orange
22|-33.1463623046875|-16.19674301147461|und
23|-32.879364013671875|-15.739523887634277|Saft
24|-25.31077766418457|-9.596522331237793|unbehandelten
25|-34.7794303894043|-17.314620971679688|von
26|-17.767974853515625|-8.050626754760742|Bio-Zitrone
27|16.000720977783203|14.987004280090332|Barilla
28|2.572232723236084|27.1339054107666|Linguine
29|-33.743812561035156|-16.681371688842773|ml
30|-15.439647674560547|-7.942111492156982|Aceto
31|-23.999103546142578|-9.060341835021973|Balsamico
32|-16.359031677246094|-7.961898326873779|di
33|-9.96306324005127|-8.280917167663574|Modena
34|-32.58552551269531|-15.097804069519043|(z.
35|-33.48006820678711|-15.855016708374023|B.
36|-34.44873046875|-16.9909610748291|REWE
37|-33.72123718261719|-15.974990844726562|Feine
38|-20.04425811767578|-8.41667652130127|Welt)
39|-29.452558517456055|-12.147147178649902|Bio)
40|-32.241912841796875|-14.768989562988281|(z.B.
41|-18.058101654052734|-8.166675567626953|(nach
42|6.820101261138916|-8.653549194335938|Belieben)
43|13.773411750793457|-5.277225017547607|Bergkäse
44|-23.97344207763672|-9.622668266296387|Gouda
45|-16.064119338989258|-7.953144550323486|Ananas
46|-28.593374252319336|-12.057026863098145|Scheibe(n)
47|-23.573768615722656|-9.295866966247559|(aus
48|-33.94923782348633|-16.22943115234375|der
49|3.094681978225708|-9.387001991271973|Dose)
50|-18.769107818603516|-8.401174545288086|kleine
51|-29.21291732788086|-12.553050994873047|(oder
52|-32.84451675415039|-15.366440773010254|Beste
53|-27.08430290222168|-10.88002872467041|Wahl)
54|-29.557151794433594|-12.833322525024414|Scheiben
55|-34.12289810180664|-16.933284759521484|aus
56|-19.557437896728516|-8.0299654006958|Dose
57|-32.35805892944336|-15.264845848083496|in
58|-20.503068923950195|-8.434370040893555|(frisch
59|-30.735698699951172|-13.601908683776855|oder
60|17.832948684692383|11.038798332214355|Apfelsaft
61|-28.967573165893555|-12.443957328796387|Regional
62|3.2161359786987305|-8.57694149017334|Käse
