|x|y|labels|Cluster
0|5.646027088165283|17.218589782714844|Lebensmittelfarbe|0
1|-17.655757904052734|25.872438430786133|TL|4
2|-14.583126068115234|-18.147686004638672|(gehäuft)|2
3|2.5349559783935547|-17.30417251586914|Backpulver|5
4|-19.680999755859375|25.860870361328125|EL|4
5|-3.7607672214508057|-18.606237411499023|Speisestärke|5
6|-12.955836296081543|24.16990852355957|Dose(n)|6
7|11.6889066696167|12.136120796203613|(klein)|7
8|-10.76806640625|23.855777740478516|ja!|6
9|12.353325843811035|10.866354942321777|Sweet|7
10|9.772428512573242|13.914658546447754|Mais|7
11|-20.527263641357422|25.56859016418457|g|4
12|-10.066837310791016|-18.19699478149414|Rotkohl|2
13|-17.621883392333984|-18.381189346313477|Avocado|2
14|-16.524269104003906|25.403663635253906|etwas|1
15|-4.366292953491211|-18.11115074157715|Balsamico-Essig|5
16|-6.59237813949585|22.937246322631836|Abrieb|8
17|-5.0639190673828125|22.4739990234375|Limette|8
18|-20.30026626586914|25.66510581970215|einer|4
19|-13.286540031433105|24.621746063232422|Zitrone|6
20|-15.155991554260254|25.034624099731445|halben|1
21|16.686216354370117|0.7410862445831299|Bio-Orange|9
22|-18.670894622802734|26.033248901367188|und|4
23|-17.534086227416992|25.875839233398438|Saft|4
24|-9.554020881652832|23.502809524536133|unbehandelten|6
25|-20.123403549194336|25.72494888305664|von|4
26|-4.657131671905518|22.00772476196289|Bio-Zitrone|8
27|-7.962960720062256|-18.225290298461914|Barilla|5
28|-19.699058532714844|-18.230960845947266|Linguine|2
29|-18.54462432861328|25.502164840698242|ml|4
30|-1.1453546285629272|20.546770095825195|Aceto|8
31|-8.542628288269043|23.273256301879883|Balsamico|6
32|1.9701403379440308|19.27216339111328|di|0
33|6.222445011138916|16.387813568115234|Modena|0
34|-18.98660659790039|25.961437225341797|(z.|4
35|-18.050167083740234|26.02073860168457|B.|4
36|-20.223264694213867|25.6920108795166|REWE|4
37|-18.187347412109375|26.046754837036133|Feine|4
38|-5.679146766662598|21.92719268798828|Welt)|8
39|-11.19831657409668|23.76214027404785|Bio)|6
40|-17.82129669189453|25.291887283325195|(z.B.|4
41|-2.339906692504883|21.038875579833984|(nach|8
42|12.578516006469727|11.313399314880371|Belieben)|7
43|11.695712089538574|-11.991117477416992|Bergkäse|3
44|-7.888461112976074|23.104328155517578|Gouda|8
45|2.302671194076538|18.77740478515625|Ananas|0
46|-10.224602699279785|23.6965274810791|Scheibe(n)|6
47|-4.957302570343018|22.336570739746094|(aus|8
48|-18.571115493774414|25.50846290588379|der|4
49|12.750863075256348|9.961138725280762|Dose)|7
50|0.9542052745819092|19.631433486938477|kleine|0
51|-13.307608604431152|24.366601943969727|(oder|6
52|-18.093883514404297|25.340007781982422|Beste|4
53|-8.936620712280273|23.313840866088867|Wahl)|6
